X,Y,fid,ObjectID,Rodzaj_inw,Możliwoś,Powierzchn,Pojemnoś_,Subiektywn,Rodzaj_obi,Przeznacze,Województ,Powiat,Adres,x,y,ObjectId2,Gmina,Miejscowosc
2128015.16619858,6586489.00392155,22839,100271,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,472,315,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Marii Skłodowskiej-Curie 4, 42-217, Częstochowa, Śląskie, POL",19.1162854863433,50.8028217229215,164078,,
2127901.16938113,6586478.06845914,22840,100351,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,293,195,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Marii Skłodowskiej-Curie 8, 42-217, Częstochowa, Śląskie, POL",19.1152614355087,50.802759639275,164079,,
2127807.43879011,6586471.61171019,22841,100404,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,401,267,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Marii Skłodowskiej-Curie 18, 42-217, Częstochowa, Śląskie, POL",19.1144194392837,50.8027229824856,164080,,
2131489.85767083,6586742.94252086,22842,104695,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,400,267,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul.O.Ruckemanna 39,19.1474991709145,50.8042633794285,164081,,
2131498.0266,6586675.23716557,22843,104741,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,1540,1027,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul.O.Ruckemanna 41/51,19.1475725536538,50.8038790079233,164082,,
2131708.66979289,6586518.9249182,22844,104808,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,702,468,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul.O.Ruckemanna 61,19.1494647936505,50.8029915922785,164083,,
2131660.76938864,6586496.39169717,22845,104847,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,707,471,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul.O.Ruckemanna 59,19.1490344969979,50.8028636653216,164084,,
2131743.20895917,6586569.96379827,22846,104951,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,805,537,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul.O.Ruckemanna 63,19.1497750642602,50.8032813519813,164085,,
2131809.30135528,6586681.75827706,22847,105010,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,548,365,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul.Marysia 100/102,19.1503687823561,50.8039160292009,164086,,
2131708.89038858,6586640.91322788,22848,105081,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,922,615,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul.O.Ruckemanna 57,19.1494667752953,50.8036841455624,164087,,
2131675.57521333,6586684.2240956,22849,105168,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,425,283,9,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul. O.Ruckemanna 55A,19.1491674999841,50.8039300279959,164088,,
2131609.71160479,6586734.46343367,22850,105236,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,551,367,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul.O.Ruckemanna 55,19.1485758371219,50.8042152427964,164089,,
2131596.65855304,6586673.50902356,22851,105300,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,754,503,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul.O.Ruckemanna 53,19.148458579563,50.8038691970103,164090,,
2131554.34140392,6586794.209296,22852,105410,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,713,475,8,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul. Bolesława Idzikowskiego 4,19.1480784381446,50.8045544250188,164091,,
2131416.75784578,6586859.96583181,22853,105492,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,700,467,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Generała Wilhelma Orlik-Rückemanna 35/37, 42-202 Częstochowa",19.1468425040134,50.8049277274874,164092,,
2131378.97253987,6586932.12939394,22854,105559,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,670,447,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul. O.Ruckemanna 21,19.1465030728353,50.8053373994665,164093,,
2131672.23234011,6584156.91450995,22855,238087,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,100,67,2,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Maurycego Mochnackiego 2, 42-207, Częstochowa, Śląskie, POL",19.149137470443,50.7895799388264,164094,,
2131621.43440205,6584197.22259331,22856,238092,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,100,67,2,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Maurycego Mochnackiego 2B, 42-207, Częstochowa, Śląskie, POL",19.1486811448014,50.7898088431058,164095,,
2131672.75985249,6584217.5321344,22857,238105,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,100,67,4,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Maurycego Mochnackiego 2D, 42-207, Częstochowa, Woj. Śląskie, POL",19.1491422091673,50.7899241778814,164096,,
2132117.32735481,6583182.58273203,22858,238119,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,1244,829,8,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Bolesława Prusa 20, 42-207, Częstochowa, Woj. Śląskie, POL",19.1531358269889,50.7840464963892,164097,,
2132022.88164204,6583203.03456633,22859,238173,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,1103,735,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Prusa 20, 42-207, Częstochowa, Śląskie, POL",19.1522874067159,50.7841626535414,164098,,
2131769.83029873,6584200.4056194,22860,238185,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,100,67,4,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Maurycego Mochnackiego 2C, 42-207, Częstochowa, Śląskie, POL",19.1500142078223,50.7898269190426,164099,,
2132193.16732442,6583199.18436352,22861,238191,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,1080,720,7,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Ignacego Łukasińskiego 32/38, 42-207, Częstochowa, Woj. Śląskie, POL",19.1538171090274,50.784140786156,164100,,
2133092.78289173,6582603.25246089,22862,238201,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,200,133,4,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"42-Częstochowa, POL Trochimowskiego 27",19.1618984931669,50.7807560430785,164101,,
2133784.27811028,6581835.71392593,22863,238216,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,61590,41060,4,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"42-Częstochowa, POL Trochimowskiego 27",19.168110300404,50.776396256551,164102,,
2133149.51300876,6582774.17208879,22864,238234,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,61590,41060,4,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"42-Częstochowa, POL Trochimowskiego 27",19.1624081084788,50.7817268485651,164103,,
2131962.33510694,6582840.09633068,22865,238239,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,500,333,7,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Stefana Okrzei 41, 42-208, Częstochowa, Śląskie, POL",19.1517435079371,50.7821012859303,164104,,
2132591.36267777,6584112.58367187,22866,238245,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,100,67,3,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,Czestochowa Rejtana 6 a,19.1573941587472,50.7893281885603,164105,,
2132646.95141951,6584062.40439285,22867,238251,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,100,67,3,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,Czestochowa Rejtana 6 b,19.1578935209105,50.7890432239642,164106,,
2132537.18336939,6582838.65143088,22868,238258,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,700,467,4,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Limanowskiego 47, 42-208, Częstochowa, Woj. Śląskie, POL",19.1569074577392,50.7820930792018,164107,,
2132542.28872654,6582750.38586843,22869,238261,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,650,433,4,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stefana Okrzei 49, 42-207, Częstochowa, Woj. Śląskie, POL",19.1569533199428,50.7815917465457,164108,,
2132624.30963748,6582847.7714548,22870,238264,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,700,467,4,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Limanowskiego 47a, 42-207, Częstochowa, Śląskie, POL",19.1576901263219,50.7821448790051,164109,,
2132625.90999571,6582757.95524904,22871,238268,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,650,433,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stefana Okrzei 49a, 42-207, Częstochowa, Woj. Śląskie, POL",19.1577045025845,50.7816347394886,164110,,
2132711.47700116,6582763.90034899,22872,238270,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,650,433,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stefana Okrzei 49b, 42-207, Częstochowa, Woj. Śląskie, POL",19.1584731640726,50.781668506734,164111,,
2132700.19594825,6582852.13849118,22873,238272,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,700,467,4,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Limanowskiego 47b, 42-207, Częstochowa, Śląskie, POL",19.1583718246501,50.782169682826,164112,,
2132462.33940294,6582742.51612141,22874,238284,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,650,433,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Limanowskiego 84, 42-207, Częstochowa, Woj. Śląskie, POL",19.1562351229493,50.7815470475249,164113,,
2132375.86939089,6582737.11437051,22875,238286,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,600,400,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Stefana Okrzei 47, 42-207, Częstochowa, Woj. Śląskie, POL",19.1554583496149,50.7815163663391,164114,,
2132370.61496866,6582788.81808582,22876,238288,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,325,217,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Ignacego Łukasińskiego 67A, 42-207, Częstochowa, Woj. Śląskie, POL",19.1554111483369,50.7818100353483,164115,,
2132304.36392411,6582766.25960056,22877,238293,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,530,353,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica mjra Waleriana Łukasińskiego 67, 42-207, Częstochowa, Śląskie, POL",19.1548160050778,50.7816819069102,164116,,
2132367.21776608,6582844.72888198,22878,238294,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,325,217,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Ignacego Łukasińskiego 65A, 42-207, Częstochowa, Woj. Śląskie, POL",19.1553806307469,50.7821275978426,164117,,
2132310.61140973,6582839.72984266,22879,238302,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,350,233,4,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica mjra Waleriana Łukasińskiego 65, 42-207, Częstochowa, Śląskie, POL",19.154872127196,50.7820992043552,164118,,
2132307.66058205,6582880.76996441,22880,238307,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,325,217,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Ignacego Łukasińskiego 63, 42-207, Częstochowa, Woj. Śląskie, POL",19.15484561946,50.7823323030677,164119,,
2132368.05737966,6582887.40737219,22881,238312,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,350,233,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica mjra Waleriana Łukasińskiego 63A, 42-207, Częstochowa, Śląskie, POL",19.155388173124,50.7823700019502,164120,,
2132552.68372426,6582877.63106635,22882,238322,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,280,187,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Towiańskiego 3, 42-207, Częstochowa, Woj. Śląskie, POL",19.1570466997961,50.7823144748698,164121,,
2132472.1742456,6582823.11442517,22883,238324,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,530,353,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Limanowskiego 82, 42-207, Częstochowa, Śląskie, POL",19.1563234708441,50.7820048321696,164122,,
2132464.46265212,6582916.67060206,22884,238331,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,530,353,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Limanowskiego 80, 42-207, Częstochowa, Woj. Śląskie, POL",19.1562541964212,50.7825362097072,164123,,
2132460.51158379,6582994.87473844,22885,238337,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,530,353,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Limanowskiego 78, 42-207, Częstochowa, Śląskie, POL",19.1562187033705,50.7829803865569,164124,,
2132449.14983155,6583091.75585782,22886,238339,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,530,353,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Bolesława Limanowskiego 76, 42-207, Częstochowa, Woj. Śląskie, POL",19.1561166390136,50.7835306374105,164125,,
2132420.58240442,6583157.57925619,22887,238345,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,600,400,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Wincentego Rapackiego 2, 42-207, Częstochowa, Śląskie, POL",19.1558600134494,50.7839044875834,164126,,
2132342.24415381,6583196.83757353,22888,238357,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,600,400,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Rapackiego 4, 42-207, Częstochowa, Woj. Śląskie, POL",19.1551562889709,50.7841274574606,164127,,
2132280.13485598,6583191.48574762,22889,238373,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,700,467,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica mjra Waleriana Łukasińskiego 47, 42-207, Częstochowa, Śląskie, POL",19.1545983516556,50.7840970615193,164128,,
2132156.99430463,6583367.9568456,22890,238386,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,600,400,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica mjra Waleriana Łukasińskiego 28, 42-207, Częstochowa, Śląskie, POL",19.1534921612619,50.7850993268159,164129,,
2132052.63266355,6583344.73478689,22891,238388,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,1100,733,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Karola Irzykowskiego 1, 42-207, Częstochowa, Woj. Śląskie, POL",19.1525546646893,50.7849674386643,164130,,
2130201.29811636,6585003.41391967,22892,238855,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,1000,667,1,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Piotra Bardowskiego 21a, 42-216, Częstochowa, Woj. Śląskie, POL",19.1359238434917,50.7943868617246,164131,,
2130273.94992574,6584980.50713186,22893,238862,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,800,533,1,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,Piotra Bardowskiego 21b,19.1365764857996,50.7942567899809,164132,,
2135276.18877234,6586080.54615264,22894,238899,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,200,133,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Odlewników 20, 42-202, Częstochowa, Śląskie, POL",19.1815123619067,50.8005027391228,164133,,
2130584.1173602,6584505.45054132,22895,238908,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,800,533,1,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Piotra Bardowskiego 33b, 42-216, Częstochowa, Woj. Śląskie, POL",19.1393627672697,50.7915591918391,164134,,
2135715.93759296,6585761.25941367,22896,238909,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,0,0,1,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Odlewników 20, 42-202, Częstochowa, Śląskie, POL",19.1854626927741,50.7986899360215,164135,,
2136271.54777466,6585546.13294248,22897,238920,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,200,133,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Odlewników 20, 42-202, Częstochowa, Śląskie, POL",19.1904538239564,50.7974684803594,164136,,
2135705.67916624,6585676.19907059,22898,238935,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,320,213,1,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Odlewników 20, 42-202, Częstochowa, Śląskie, POL",19.185370539759,50.7982069800367,164137,,
2135155.17094954,6586144.38350017,22899,238946,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,200,133,9,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Odlewników 20, 42-202, Częstochowa, Śląskie, POL",19.180425240308,50.8008651777524,164138,,
2133799.77711127,6587122.11625886,22900,238967,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,300,200,6,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Hallera 1 42-202, Częstochowa, Śląskie, POL",19.1682495302988,50.8064159362381,164139,,
2131952.59118923,6584344.00717844,22901,239008,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,200,133,6,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Tadeusza Rejtana 26, 42-202, Częstochowa, Woj. Śląskie, POL",19.151655976835,50.7906424038968,164140,,
2131910.78755588,6584316.98260812,22902,239021,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,50,33,3,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Tadeusza Rejtana 26, 42-202, Częstochowa, Woj. Śląskie, POL",19.1512804484073,50.7904889377932,164141,,
2131930.66366852,6582152.3643063,22904,55469,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,1390,927,1,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Mireckiego 29, 42-208, Częstochowa, Woj. Śląskie, POL",19.1514589985651,50.7781949491281,164144,,
2130939.68121585,6580787.75640988,22905,57850,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,993,662,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jesienna 52, 42-208, Częstochowa, Śląskie, POL",19.1425568517298,50.7704429726239,164145,,
2128084.52600726,6589447.20212609,22907,226866,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,550,367,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"aleja Armii Krajowej 13/15, 42-218, Częstochowa, Śląskie, POL",19.1169085561057,50.819613203504,164150,,
2130913.144728,6580867.31591884,22909,57971,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,993,662,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Adama Bienia 2, 42-208, Częstochowa, Woj. Śląskie, POL",19.1423184704036,50.77089496442,164152,,
2130467.11770103,6582137.24405013,22910,27309,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,685,457,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Lechonia 3 Woj. Śląskie, POL",19.138311741449,50.7781090619914,164153,,
2127026.29050469,6586119.58537055,22912,226892,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,274,183,2,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Krasińskiego 12, 42-217, Częstochowa, Śląskie, POL",19.1074022648441,50.8007243858939,164157,,
2126549.52084627,6588857.19007945,22915,221721,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,1200,800,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica ks. Jerzego Popiełuszki 5, 42-217, Częstochowa, Śląskie, POL",19.1031193701325,50.8162646279154,164161,,
2130375.23932269,6582097.4330831,22917,27417,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,542,361,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Lechonia 5 Woj. Śląskie, POL",19.1374863839336,50.7778829241974,164163,,
2130857.90703178,6580972.29752178,22918,58150,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,697,465,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Adama Bienia 4, 42-208, Częstochowa, Woj. Śląskie, POL",19.1418222617358,50.7714913769941,164164,,
2130339.82211593,6582159.60163495,22920,27526,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,928,619,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Lechonia 7 Woj. Śląskie, POL",19.137168225752,50.7782360590527,164166,,
2125775.62277938,6589352.25483902,22921,221784,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,300,200,8,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica gen. Władysława Sikorskiego 82/94, 42-202, Częstochowa, Śląskie, POL",19.0961673255141,50.8190743524669,164167,,
2131107.52549286,6580879.23523646,22924,58385,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,993,662,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Adama Bienia 10, 42-208, Częstochowa, Woj. Śląskie, POL",19.1440646225237,50.7709626798185,164174,,
2130544.83370552,6582209.69098287,22926,27649,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,481,321,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Lechonia 9 Woj. Śląskie, POL",19.1390098761955,50.7785205786935,164176,,
2126726.71787359,6588327.4027927,22927,221807,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,120,80,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica ks. Jerzego Popiełuszki 2, 42-217, Częstochowa, Śląskie, POL",19.1047111581119,50.813257649496,164177,,
2126848.65663697,6589607.16098337,22928,226963,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,700,467,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Okólna 17/19, 42-218, Częstochowa, Śląskie, POL",19.1058065526606,50.8205209983833,164179,,
2131045.88686909,6580987.58357344,22929,58495,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,715,477,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Adama Bienia 8, 42-208, Częstochowa, Woj. Śląskie, POL",19.1435109133454,50.7715782181794,164182,,
2130497.15544189,6582257.0415823,22931,27732,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,531,354,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Lechonia 13 Woj. Śląskie, POL",19.1385815750661,50.7787895399872,164184,,
2126889.79269753,6588436.64013806,22932,221880,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,450,300,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Żwirki i Wigury 40, 42-256, Olsztyn, Częstochowski, Śląskie, POL",19.1061760841799,50.8138776770846,164185,,
2128401.0651933,6588365.90394905,22933,227017,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,250,167,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"aleja Tadeusza Kościuszki 8, 42-202, Częstochowa, Śląskie, POL",19.1197520759941,50.8134761817356,164187,,
2127050.97420663,6586914.01174353,22935,227043,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,400,267,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jana III Sobieskiego 15, 42-226, Częstochowa, Woj. Śląskie, POL",19.1076240023113,50.8052345460442,164189,,
2130915.99430674,6581082.8037297,22936,58588,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,735,490,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Adama Bienia 6, 42-208, Częstochowa, Śląskie, POL",19.1423440686049,50.7721191672701,164192,,
2126842.94847695,6588481.91886144,22938,221900,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,350,233,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 59, 42-217, Częstochowa, Śląskie, POL",19.1057552753867,50.8141346752202,164194,,
2130444.28221299,6582263.9313954,22939,27798,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,935,623,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"Częstochowa, ul. Lechonia 17 Woj. Śląskie, POL",19.1381066067697,50.7788286754356,164195,,
2126994.24359914,6586904.45711531,22941,227064,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,400,267,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Jana III Sobieskiego 15, 42-226, Częstochowa, Woj. Śląskie, POL",19.1071143825935,50.8051803045813,164198,,
2128480.69526817,6588902.32840992,22942,227073,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,600,400,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica Jasnogórska 8, 42-202, Częstochowa, Śląskie, POL",19.1204674051274,50.8165208161015,164200,,
2132653.71066188,6582237.89255982,22943,59771,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,1125,750,6,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Feliksa Perla 29, 42-208, Częstochowa, Woj. Śląskie, POL",19.1579542402178,50.7786807697266,164202,,
2126849.96847107,6588703.40707628,22945,221967,[1] - Ropoznanie operacyjne,[2] - inna droga utwardzona,400,267,5,[3] - MDS,[2] - Z,ŚLĄSKIE,Częstochowa,"ulica F. Żwirki i S. Wigury 11, 42-217, Częstochowa, Woj. Śląskie, POL",19.1058183370668,50.8153918028809,164205,,
2130512.04319174,6582358.66599719,22946,27924,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,291,194,7,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,ul. Lechonia 21,19.1387153139985,50.7793667826649,164206,,
2127298.73964213,6587308.56442305,22949,227130,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,100,67,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Polskiej Org. Wojskowej 24, 42-217, Częstochowa, Woj. Śląskie, POL",19.1098497170872,50.8074743599462,164210,,
2127180.31334363,6587482.83367988,22950,227153,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,600,400,5,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Mikołaja Kopernika 38a, 42-217, Częstochowa, Śląskie, POL",19.1087858755474,50.8084636250938,164211,,
2127243.0155931,6587490.89539674,22951,227171,[1] - Ropoznanie operacyjne,[1] - droga pożarowa,100,67,2,[3] - MDS,[1] - M,ŚLĄSKIE,Częstochowa,"ulica Mikołaja Kopernika 38, 42-217, Częstochowa, Śląskie, POL",19.1093491394378,50.808509388112,164212,,
